id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
62527,26,21000,RENT,3,PERSONAL,B,3000,10.59,0,0.14,N,2
62528,23,21000,RENT,2,DEBTCONSOLIDATION,C,3000,12.68,0,0.14,Y,2
62529,22,21600,RENT,2,EDUCATION,C,3000,13.49,0,0.14,N,3
62530,21,32900,MORTGAGE,2,MEDICAL,B,3000,9.99,0,0.09,N,2
62531,22,32968,OWN,6,EDUCATION,A,16500,8.9,0,0.5,N,4
62532,24,22000,RENT,3,PERSONAL,B,3000,10.33,0,0.14,N,2
62533,22,22800,RENT,3,MEDICAL,A,3000,6.62,0,0.13,N,3
62534,22,23000,RENT,4,MEDICAL,A,3000,5.79,0,0.13,N,2
62535,24,23000,RENT,0,EDUCATION,A,3000,8,0,0.13,N,3
62536,22,33000,OWN,6,PERSONAL,B,12000,9.91,0,0.36,N,2
62537,24,30000,RENT,2,EDUCATION,A,3000,6.03,0,0.1,N,3
62538,22,30000,RENT,6,MEDICAL,B,3000,,0,0.1,N,4
62539,24,30000,RENT,4,DEBTCONSOLIDATION,E,3000,19.29,1,0.1,Y,2
62540,24,30000,RENT,2,PERSONAL,A,3000,7.49,0,0.1,N,3
62541,22,33000,MORTGAGE,6,VENTURE,B,8875,10.65,0,0.27,N,4
62542,23,30000,RENT,2,VENTURE,A,3000,7.49,0,0.1,N,2
62543,24,30000,RENT,1,PERSONAL,B,3000,10.37,0,0.1,N,2
62544,23,30000,RENT,0,MEDICAL,A,3000,5.79,0,0.1,N,3
62545,25,30000,RENT,3,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3
62546,23,30000,RENT,3,MEDICAL,D,3000,15.2,1,0.1,Y,2
62547,21,30000,RENT,5,PERSONAL,B,3000,9.62,0,0.1,N,4
62548,25,30000,RENT,3,PERSONAL,C,3000,13.61,0,0.1,N,2
62549,22,30000,RENT,3,PERSONAL,B,3000,11.12,0,0.1,N,3
62550,21,30000,RENT,4,EDUCATION,D,3000,16.32,0,0.1,Y,3
62551,24,30000,RENT,8,MEDICAL,B,3000,11.86,0,0.1,N,4
62552,24,30000,RENT,1,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2
62553,25,30000,RENT,4,MEDICAL,B,3000,,0,0.1,N,4
62554,21,33000,OWN,,PERSONAL,A,2500,6.03,0,0.08,N,4
62555,25,33000,MORTGAGE,6,EDUCATION,A,8000,6.62,0,0.24,N,4
62556,21,33000,MORTGAGE,5,HOMEIMPROVEMENT,C,2000,14.27,1,0.06,N,4
62557,25,30000,RENT,4,HOMEIMPROVEMENT,B,3000,12.21,1,0.1,N,4
62558,21,30000,RENT,2,EDUCATION,B,3000,11.89,0,0.1,N,4
62559,25,33000,MORTGAGE,9,MEDICAL,B,3000,11.99,0,0.09,N,2
62560,24,30960,RENT,5,MEDICAL,D,3000,15.62,0,0.1,N,4
62561,25,33000,MORTGAGE,9,VENTURE,A,5000,8.49,0,0.15,N,3
62562,26,31131,RENT,0,MEDICAL,D,3000,13.36,1,0.1,Y,4
62563,26,33000,OWN,,VENTURE,A,10150,8.49,0,0.31,N,2
62564,22,31200,RENT,3,EDUCATION,B,3000,11.86,0,0.1,N,4
62565,23,31200,RENT,2,EDUCATION,B,3000,11.89,0,0.1,N,2
62566,22,31356,RENT,0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,N,4
62567,23,33000,MORTGAGE,3,PERSONAL,D,8325,15.99,0,0.25,N,3
62568,24,33000,MORTGAGE,3,PERSONAL,E,1250,19.29,0,0.04,N,4
62569,23,33000,MORTGAGE,4,EDUCATION,A,8000,7.49,0,0.24,N,3
62570,25,32000,RENT,3,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3
62571,24,32000,RENT,4,MEDICAL,C,3000,12.29,0,0.09,Y,2
62572,24,33000,MORTGAGE,8,HOMEIMPROVEMENT,C,2050,13.49,1,0.06,N,2
62573,25,32004,RENT,0,DEBTCONSOLIDATION,A,3000,9.32,0,0.09,N,2
62574,23,32400,RENT,6,VENTURE,B,3000,10,0,0.09,N,2
62575,22,32400,RENT,5,PERSONAL,E,3000,16.45,0,0.09,N,3
62576,26,32640,RENT,7,VENTURE,B,3000,10.75,0,0.09,N,2
62577,26,33000,RENT,7,MEDICAL,A,3000,5.99,0,0.09,N,4
62578,22,33000,MORTGAGE,5,DEBTCONSOLIDATION,A,12375,7.29,0,0.38,N,2
62579,25,33000,RENT,3,VENTURE,A,3000,5.99,0,0.09,N,2
62580,25,33000,RENT,6,PERSONAL,B,3000,10.95,0,0.09,N,4
62581,26,33189,RENT,4,EDUCATION,B,3000,11.12,0,0.09,N,2
62582,23,34008,RENT,5,VENTURE,B,3000,10,0,0.09,N,4
62583,22,34500,RENT,3,DEBTCONSOLIDATION,B,3000,11.83,0,0.09,N,2
62584,25,29000,RENT,9,MEDICAL,A,3000,6.62,1,0.1,N,2
62585,22,35000,RENT,0,EDUCATION,B,3000,,0,0.09,N,2
62586,23,35000,RENT,4,PERSONAL,C,3000,13.85,0,0.09,N,3
62587,22,35000,RENT,5,EDUCATION,B,3000,10.01,0,0.09,N,2
62588,22,29244,RENT,0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2
62589,24,35256,RENT,2,DEBTCONSOLIDATION,B,3000,10.74,0,0.09,N,2
62590,22,36000,RENT,0,PERSONAL,B,3000,11.71,0,0.08,N,3
62591,23,36000,RENT,0,MEDICAL,A,3000,7.29,0,0.08,N,3
62592,26,36000,RENT,3,EDUCATION,A,3000,7.88,0,0.08,N,4
62593,24,36000,RENT,0,EDUCATION,C,3000,13.92,0,0.08,Y,3
62594,23,33000,MORTGAGE,2,DEBTCONSOLIDATION,C,3000,14.35,0,0.09,Y,3
62595,24,36600,RENT,4,DEBTCONSOLIDATION,B,3000,9.33,0,0.08,N,2
62596,25,37000,RENT,2,MEDICAL,B,3000,11.71,0,0.08,N,2
62597,21,33000,MORTGAGE,5,PERSONAL,B,7800,9.88,0,0.24,N,2
62598,21,37000,RENT,0,EDUCATION,A,3000,6.39,0,0.08,N,3
62599,25,31000,RENT,1,HOMEIMPROVEMENT,B,3000,,1,0.1,N,4
62600,24,38000,RENT,2,EDUCATION,C,3000,13.06,0,0.08,N,4
62601,21,38000,RENT,5,DEBTCONSOLIDATION,A,3000,7.05,0,0.08,N,4
62602,22,38000,RENT,0,EDUCATION,C,3000,10.28,0,0.08,N,3
62603,22,33000,MORTGAGE,4,EDUCATION,C,12500,14.26,0,0.38,N,2
62604,24,33000,MORTGAGE,0,MEDICAL,A,8125,8.59,0,0.25,N,4
62605,25,33000,MORTGAGE,4,EDUCATION,A,4400,8,0,0.13,N,3
62606,24,38400,RENT,8,PERSONAL,E,3000,17.56,0,0.08,Y,2
62607,25,38748,RENT,2,PERSONAL,A,3000,7.29,0,0.08,N,3
62608,24,33000,MORTGAGE,3,VENTURE,C,4000,13.04,0,0.12,N,4
62609,26,33000,RENT,2,MEDICAL,B,3000,11.49,1,0.09,N,3
62610,22,39996,RENT,4,PERSONAL,C,3000,14.35,0,0.08,Y,3
62611,26,33000,MORTGAGE,10,PERSONAL,A,7000,7.43,0,0.21,N,4
62612,23,33012,OWN,2,EDUCATION,B,12200,10.99,0,0.37,N,4
62613,23,40000,RENT,2,PERSONAL,C,3000,13.49,0,0.07,N,3
62614,24,40000,RENT,1,PERSONAL,B,3000,10.74,0,0.07,N,3
62615,23,33098,MORTGAGE,,DEBTCONSOLIDATION,D,9000,16.29,1,0.27,Y,3
62616,21,40000,RENT,0,VENTURE,A,3000,,0,0.07,N,3
62617,21,33168,MORTGAGE,6,PERSONAL,B,6425,9.63,0,0.19,N,3
62618,25,40000,RENT,2,MEDICAL,B,3000,10.25,0,0.07,N,2
62619,24,40000,RENT,1,MEDICAL,C,3000,14.22,0,0.07,N,4
62620,22,37000,RENT,2,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2
62621,23,43000,RENT,1,EDUCATION,A,3000,8.49,0,0.07,N,4
62622,22,37000,RENT,6,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2
62623,23,37000,RENT,7,EDUCATION,B,3000,10.75,1,0.08,N,4
62624,25,43200,RENT,3,PERSONAL,C,3000,13.8,0,0.07,Y,3
62625,22,43200,RENT,4,EDUCATION,C,3000,13.72,0,0.07,Y,3
62626,22,43500,RENT,0,EDUCATION,A,3000,5.42,0,0.07,N,3
62627,24,43500,RENT,1,PERSONAL,A,3000,8,0,0.07,N,2
62628,21,33280,MORTGAGE,5,VENTURE,C,11200,13.92,1,0.34,N,4
62629,23,43949,RENT,7,MEDICAL,B,3000,11.49,0,0.07,N,3
62630,23,44000,RENT,2,MEDICAL,B,3000,9.25,0,0.07,N,3
62631,23,33300,OWN,2,VENTURE,C,9000,13.57,0,0.27,Y,4
62632,25,33316,MORTGAGE,4,VENTURE,A,5000,6.54,0,0.15,N,2
62633,24,33321,OWN,4,VENTURE,C,12250,13.11,0,0.37,Y,4
62634,24,33360,MORTGAGE,6,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3
62635,24,33360,MORTGAGE,7,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3
62636,25,45000,RENT,4,MEDICAL,A,3000,7.9,0,0.07,N,4
62637,24,33390,MORTGAGE,4,HOMEIMPROVEMENT,A,10000,,0,0.3,N,4
62638,24,45000,RENT,8,MEDICAL,A,3000,7.49,0,0.07,N,4
62639,24,45000,RENT,1,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4
62640,22,45000,RENT,3,PERSONAL,B,3000,11.99,0,0.07,N,4
62641,26,39000,RENT,11,EDUCATION,C,3000,,1,0.08,Y,2
62642,24,39000,RENT,0,MEDICAL,D,3000,14.61,1,0.08,Y,4
62643,22,45000,RENT,2,EDUCATION,A,3000,,0,0.07,N,3
62644,24,45000,RENT,4,VENTURE,A,3000,9.32,0,0.07,N,2
62645,21,39327,RENT,5,MEDICAL,D,3000,13.67,1,0.08,N,2
62646,23,33600,MORTGAGE,3,MEDICAL,A,4200,,0,0.13,N,3
62647,24,39996,RENT,2,EDUCATION,C,3000,,1,0.08,Y,3
62648,25,33600,MORTGAGE,9,MEDICAL,A,7125,7.51,0,0.21,N,3
62649,22,33600,OWN,1,MEDICAL,D,5000,18.25,0,0.15,N,2
62650,24,33600,MORTGAGE,3,PERSONAL,A,2500,8.9,0,0.07,N,2
62651,24,40000,RENT,,EDUCATION,D,3000,17.27,1,0.07,N,2
62652,25,46250,RENT,2,MEDICAL,A,3000,,0,0.06,N,3
62653,23,33600,MORTGAGE,8,PERSONAL,A,8000,6.99,0,0.24,N,2
62654,22,47000,RENT,3,EDUCATION,A,3000,6.62,0,0.06,N,2
62655,21,47208,RENT,2,PERSONAL,C,3000,13.92,0,0.06,Y,2
62656,25,33600,OWN,9,VENTURE,A,9750,,0,0.29,N,3
62657,26,47500,RENT,8,VENTURE,A,3000,6.76,0,0.06,N,2
62658,23,33600,MORTGAGE,,DEBTCONSOLIDATION,C,4000,14.79,0,0.12,N,2
62659,24,42000,RENT,9,DEBTCONSOLIDATION,E,3000,,1,0.07,Y,3
62660,24,33600,MORTGAGE,,VENTURE,A,12000,5.42,0,0.36,N,2
62661,25,48000,RENT,2,DEBTCONSOLIDATION,A,3000,,0,0.06,N,4
62662,22,48000,RENT,0,PERSONAL,C,3000,14.79,0,0.06,N,2
62663,25,48000,RENT,0,EDUCATION,C,3000,13.47,0,0.06,Y,4
62664,21,48000,RENT,2,EDUCATION,B,3000,9.76,0,0.06,N,4
62665,26,48000,RENT,4,MEDICAL,B,3000,10.14,0,0.06,N,3
62666,25,33600,MORTGAGE,1,VENTURE,B,12000,9.99,0,0.36,N,3
62667,22,49800,RENT,1,PERSONAL,A,3000,7.88,0,0.06,N,3
62668,25,50000,RENT,5,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3
62669,26,44000,RENT,0,HOMEIMPROVEMENT,A,3000,7.49,1,0.07,N,4
62670,23,50000,RENT,1,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2
62671,23,44000,RENT,4,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,N,4
62672,23,50000,RENT,0,EDUCATION,A,3000,6.91,0,0.06,N,2
62673,22,33600,MORTGAGE,7,EDUCATION,A,10750,7.88,0,0.32,N,2
62674,23,44000,RENT,4,PERSONAL,B,3000,9.62,1,0.07,N,4
62675,22,33600,MORTGAGE,6,VENTURE,A,5000,7.14,0,0.15,N,3
62676,23,50000,RENT,6,EDUCATION,C,3000,,0,0.06,Y,2
62677,26,50000,RENT,8,PERSONAL,B,3000,9.88,0,0.06,N,4
62678,22,50000,RENT,6,PERSONAL,B,3000,10.99,0,0.06,N,3
62679,24,51000,RENT,1,DEBTCONSOLIDATION,A,3000,8.9,0,0.06,N,2
62680,24,51600,RENT,8,HOMEIMPROVEMENT,B,3000,10.65,0,0.06,N,3
62681,24,51600,RENT,1,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4
62682,24,51684,RENT,8,PERSONAL,B,3000,10.59,0,0.06,N,2
62683,22,45996,RENT,0,MEDICAL,D,3000,15.62,1,0.07,Y,2
62684,23,51996,RENT,1,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2
62685,22,33640,MORTGAGE,4,VENTURE,B,12000,10.65,0,0.36,N,3
62686,23,52000,RENT,0,EDUCATION,A,3000,5.99,0,0.06,N,2
62687,25,52000,RENT,1,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4
62688,22,33685,MORTGAGE,6,EDUCATION,C,5000,13.85,0,0.15,N,3
62689,25,48600,RENT,0,MEDICAL,A,12000,,0,0.25,N,4
62690,22,48609,RENT,6,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3
62691,26,33800,MORTGAGE,9,VENTURE,A,14400,7.88,0,0.43,N,3
62692,23,48645,RENT,1,VENTURE,B,12000,10.25,0,0.25,N,4
62693,25,33800,MORTGAGE,2,EDUCATION,D,10000,15.31,0,0.3,N,4
62694,23,33800,OWN,4,EDUCATION,D,13000,15.31,0,0.38,Y,4
62695,23,48672,RENT,6,EDUCATION,A,12000,7.42,0,0.25,N,3
62696,26,49200,RENT,,DEBTCONSOLIDATION,C,12000,15.23,0,0.24,Y,3
62697,23,33990,MORTGAGE,2,DEBTCONSOLIDATION,C,1000,10.59,1,0.03,N,2
62698,25,49600,RENT,9,EDUCATION,A,12000,7.14,0,0.24,N,4
62699,24,33996,MORTGAGE,8,VENTURE,D,4000,14.91,0,0.12,Y,2
62700,25,50000,RENT,3,PERSONAL,D,12000,16.77,0,0.24,N,3
62701,26,50000,RENT,1,VENTURE,B,12000,,0,0.24,N,4
62702,24,33996,OWN,,MEDICAL,B,5100,11.12,0,0.15,N,4
62703,21,33996,MORTGAGE,2,HOMEIMPROVEMENT,A,2500,7.88,1,0.07,N,3
62704,22,33996,OWN,0,VENTURE,D,10000,14.96,0,0.29,Y,3
62705,21,50000,RENT,0,PERSONAL,B,12000,11.71,0,0.24,N,3
62706,23,50000,RENT,0,EDUCATION,B,12000,10.59,0,0.24,N,3
62707,24,50000,RENT,3,EDUCATION,E,12000,17.14,0,0.24,N,4
62708,24,44000,RENT,3,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3
62709,23,50000,RENT,1,DEBTCONSOLIDATION,A,12000,6.54,0,0.24,N,3
62710,22,44000,RENT,3,DEBTCONSOLIDATION,B,12000,11.86,1,0.27,N,2
62711,24,50000,RENT,1,HOMEIMPROVEMENT,A,12000,7.51,0,0.24,N,4
62712,25,50000,RENT,2,EDUCATION,A,12000,7.88,0,0.24,N,4
62713,23,44000,RENT,2,MEDICAL,D,12000,,1,0.27,N,4
62714,25,50000,RENT,5,PERSONAL,A,12000,7.88,0,0.24,N,2
62715,23,50000,RENT,1,EDUCATION,C,12000,12.87,0,0.24,Y,2
62716,22,50004,RENT,6,PERSONAL,B,12000,10,0,0.24,N,2
62717,25,44004,RENT,3,MEDICAL,D,12000,15.31,1,0.27,Y,3
62718,23,44004,RENT,0,VENTURE,E,12000,16,1,0.27,N,2
62719,22,50361,RENT,6,EDUCATION,C,12000,12.73,0,0.24,N,4
62720,26,34000,MORTGAGE,6,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4
62721,25,50400,RENT,7,DEBTCONSOLIDATION,B,12000,,0,0.24,N,3
62722,23,50500,RENT,1,VENTURE,B,12000,11.58,0,0.24,N,4
62723,25,34000,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,12.42,0,0.29,N,3
62724,25,34000,MORTGAGE,1,HOMEIMPROVEMENT,A,2500,6.03,0,0.07,N,2
62725,23,34000,MORTGAGE,2,DEBTCONSOLIDATION,A,10000,6.99,0,0.29,N,4
62726,23,51000,RENT,3,EDUCATION,C,12000,12.99,0,0.24,N,3
62727,22,45449,RENT,6,MEDICAL,B,12000,,1,0.26,N,4
62728,25,51996,RENT,8,MEDICAL,B,12000,12.21,0,0.23,N,4
62729,24,52000,RENT,7,PERSONAL,A,12000,7.51,0,0.23,N,3
62730,25,34000,MORTGAGE,9,DEBTCONSOLIDATION,A,2000,7.66,1,0.06,N,4
62731,22,52000,RENT,6,EDUCATION,B,12000,11.99,0,0.23,N,3
62732,23,34000,OWN,7,VENTURE,A,10950,7.29,0,0.32,N,2
62733,26,34000,MORTGAGE,5,PERSONAL,A,5000,5.79,0,0.15,N,4
62734,22,52000,RENT,1,EDUCATION,C,12000,13.61,0,0.23,Y,3
62735,26,34000,MORTGAGE,8,PERSONAL,A,6000,6.92,0,0.18,N,4
62736,22,52000,RENT,3,PERSONAL,C,12000,13.57,0,0.23,Y,2
62737,21,34000,MORTGAGE,5,EDUCATION,A,6000,6.76,0,0.18,N,2
62738,25,46800,RENT,5,HOMEIMPROVEMENT,C,12000,13.11,1,0.26,Y,4
62739,21,34000,MORTGAGE,5,PERSONAL,A,7200,6.76,1,0.21,N,2
62740,24,34000,MORTGAGE,1,PERSONAL,C,5100,14.35,0,0.15,N,4
62741,23,47000,RENT,7,DEBTCONSOLIDATION,D,12000,16.29,1,0.26,Y,3
62742,24,53000,RENT,6,VENTURE,B,12000,11.11,0,0.23,N,3
62743,26,53000,RENT,4,PERSONAL,D,12000,14.59,0,0.23,Y,3
62744,22,34000,MORTGAGE,5,MEDICAL,B,11500,10.99,0,0.34,N,2
62745,24,53000,RENT,7,MEDICAL,C,12000,12.53,0,0.23,Y,4
62746,23,54000,RENT,7,PERSONAL,C,12000,,0,0.22,Y,3
62747,22,54000,RENT,2,DEBTCONSOLIDATION,B,12000,10.99,0,0.22,N,2
62748,25,34000,MORTGAGE,2,MEDICAL,D,6000,15.7,1,0.18,Y,3
62749,22,54000,RENT,6,DEBTCONSOLIDATION,A,12000,8.49,0,0.22,N,4
62750,24,54000,RENT,6,EDUCATION,A,12000,8.49,0,0.22,N,4
62751,23,54000,RENT,8,VENTURE,B,12000,11.36,0,0.22,N,2
62752,22,48400,RENT,6,VENTURE,C,12000,14.65,1,0.25,Y,3
62753,25,34000,MORTGAGE,0,MEDICAL,C,10000,12.87,0,0.29,Y,4
62754,25,54996,RENT,3,HOMEIMPROVEMENT,B,12000,10.37,0,0.22,N,2
62755,24,34000,MORTGAGE,0,MEDICAL,B,10000,12.18,0,0.29,N,4
62756,26,54996,RENT,2,PERSONAL,A,12000,7.88,0,0.22,N,4
62757,23,34000,MORTGAGE,7,DEBTCONSOLIDATION,B,19000,11.48,0,0.56,N,4
62758,22,54996,RENT,6,VENTURE,A,12000,8.32,0,0.22,N,4
62759,26,55000,RENT,10,PERSONAL,B,12000,12.42,0,0.22,N,3
62760,24,34000,MORTGAGE,2,HOMEIMPROVEMENT,D,6000,14.11,0,0.18,N,4
62761,25,34000,MORTGAGE,1,EDUCATION,B,10000,11.26,0,0.29,N,3
62762,25,55000,RENT,9,EDUCATION,B,12000,10.65,0,0.22,N,3
62763,22,34000,MORTGAGE,6,EDUCATION,A,5000,9.63,0,0.15,N,3
62764,21,55000,RENT,5,VENTURE,B,12000,10.62,0,0.22,N,2
62765,25,34000,MORTGAGE,1,EDUCATION,C,7000,11.28,0,0.21,N,2
62766,25,49000,RENT,1,DEBTCONSOLIDATION,D,12000,13.49,1,0.24,N,2
62767,24,34000,OWN,8,VENTURE,C,10000,,0,0.29,Y,3
62768,22,55008,RENT,6,EDUCATION,C,12000,13.79,0,0.22,N,2
62769,24,55032,RENT,8,EDUCATION,A,12000,9.63,0,0.22,N,2
62770,21,34056,OWN,6,PERSONAL,B,1500,10.65,0,0.04,N,3
62771,22,55555,RENT,7,EDUCATION,E,12000,,0,0.22,N,4
62772,22,56000,RENT,1,EDUCATION,A,12000,6.91,0,0.21,N,2
62773,23,34174,MORTGAGE,8,PERSONAL,C,9000,13.47,0,0.26,N,4
62774,23,34200,MORTGAGE,,MEDICAL,A,5500,7.49,0,0.16,N,4
62775,21,56000,RENT,5,VENTURE,B,12000,10.75,0,0.21,N,4
62776,24,56000,RENT,8,VENTURE,B,12000,11.49,0,0.21,N,2
62777,23,56000,RENT,2,PERSONAL,B,12000,10.75,0,0.21,N,3
62778,24,56000,RENT,4,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,3
62779,24,56000,RENT,0,VENTURE,C,12000,14.26,0,0.21,Y,2
62780,25,50100,RENT,1,PERSONAL,D,12000,14.74,1,0.24,Y,2
62781,22,56755,RENT,5,EDUCATION,B,12000,10.99,0,0.21,N,2
62782,23,57000,RENT,0,EDUCATION,C,12000,,0,0.21,N,4
62783,26,57000,RENT,0,MEDICAL,B,12000,10.99,0,0.21,N,4
62784,23,34348,MORTGAGE,7,EDUCATION,A,5000,7.9,0,0.15,N,3
62785,23,51000,RENT,3,DEBTCONSOLIDATION,E,12000,17.99,1,0.24,Y,4
62786,21,57000,RENT,5,DEBTCONSOLIDATION,A,12000,7.29,0,0.21,N,4
62787,24,51000,RENT,3,PERSONAL,A,12000,7.88,1,0.24,N,3
62788,22,57000,RENT,6,EDUCATION,C,12000,13.11,0,0.21,N,2
62789,23,57000,RENT,4,DEBTCONSOLIDATION,A,12000,8.94,0,0.21,N,2
62790,23,57720,RENT,8,DEBTCONSOLIDATION,C,12000,12.87,0,0.21,Y,3
62791,25,51780,RENT,8,MEDICAL,C,12000,13.47,1,0.23,N,3
62792,23,51840,RENT,1,DEBTCONSOLIDATION,D,12000,15.95,1,0.23,Y,3
62793,21,34500,MORTGAGE,3,EDUCATION,A,6400,7.51,0,0.19,N,2
62794,26,58000,RENT,5,DEBTCONSOLIDATION,B,12000,9.91,0,0.21,N,3
62795,22,58000,RENT,6,VENTURE,B,12000,11.49,0,0.21,N,4
62796,24,58000,RENT,6,EDUCATION,C,12000,13.11,0,0.21,N,2
62797,24,52260,RENT,6,MEDICAL,B,12000,9.99,1,0.23,N,4
62798,26,34515,MORTGAGE,11,DEBTCONSOLIDATION,A,5400,7.68,0,0.16,N,4
62799,22,59000,RENT,6,PERSONAL,B,12000,10.37,0,0.2,N,3
62800,23,34560,MORTGAGE,1,MEDICAL,B,10000,10.59,0,0.29,N,2
62801,24,52000,RENT,8,DEBTCONSOLIDATION,B,3000,11.49,0,0.06,N,4
62802,24,52000,RENT,3,MEDICAL,A,3000,,0,0.06,N,2
62803,23,52800,RENT,6,MEDICAL,B,3000,10.99,0,0.06,N,4
62804,23,34600,MORTGAGE,5,EDUCATION,B,6800,12.69,0,0.2,N,4
62805,24,34600,MORTGAGE,2,DEBTCONSOLIDATION,A,4000,5.42,0,0.12,N,2
62806,25,53000,RENT,6,MEDICAL,C,3000,13.99,0,0.06,Y,2
62807,21,53000,RENT,3,EDUCATION,D,3000,,0,0.06,N,4
62808,23,34662,MORTGAGE,1,HOMEIMPROVEMENT,B,3000,10.75,1,0.09,N,4
62809,22,54000,RENT,2,MEDICAL,A,3000,,0,0.06,N,4
62810,22,34800,MORTGAGE,3,DEBTCONSOLIDATION,C,1500,13.49,0,0.04,Y,3
62811,25,54000,RENT,1,VENTURE,A,3000,9.32,0,0.06,N,3
62812,26,34800,MORTGAGE,4,MEDICAL,B,5975,11.49,0,0.17,N,4
62813,25,34800,MORTGAGE,6,DEBTCONSOLIDATION,A,5125,6.99,1,0.15,N,2
62814,25,34800,MORTGAGE,,DEBTCONSOLIDATION,A,9450,5.99,0,0.27,N,4
62815,23,55000,RENT,2,EDUCATION,A,3000,6.99,0,0.05,N,2
62816,22,55000,RENT,6,PERSONAL,C,3000,12.68,0,0.05,Y,4
62817,25,49000,RENT,2,VENTURE,C,3000,12.68,1,0.06,Y,3
62818,22,49000,RENT,7,DEBTCONSOLIDATION,C,3000,12.23,1,0.06,Y,2
62819,26,55000,RENT,1,DEBTCONSOLIDATION,C,3000,,0,0.05,N,2
62820,23,55000,RENT,2,VENTURE,B,3000,9.88,0,0.05,N,2
62821,25,55000,RENT,0,MEDICAL,A,3000,6.39,0,0.05,N,4
62822,22,55500,RENT,6,MEDICAL,B,3000,10.59,0,0.05,N,3
62823,22,34900,MORTGAGE,6,DEBTCONSOLIDATION,B,4000,9.99,0,0.11,N,2
62824,25,56000,RENT,2,PERSONAL,B,3000,12.69,0,0.05,N,3
62825,24,50000,RENT,3,MEDICAL,C,3000,,1,0.06,N,2
62826,22,34977,MORTGAGE,5,PERSONAL,D,13000,16,0,0.37,N,2
62827,25,34980,MORTGAGE,1,VENTURE,B,6000,11.48,0,0.17,N,2
62828,25,50160,RENT,0,DEBTCONSOLIDATION,D,3000,14.42,1,0.06,N,2
62829,23,34992,MORTGAGE,4,EDUCATION,F,22550,15.96,0,0.64,Y,3
62830,21,57000,RENT,3,PERSONAL,A,3000,5.42,0,0.05,N,3
62831,24,35000,MORTGAGE,9,HOMEIMPROVEMENT,B,8000,11.71,0,0.23,N,2
62832,24,57000,RENT,1,MEDICAL,A,3000,7.88,0,0.05,N,3
62833,23,35000,MORTGAGE,7,DEBTCONSOLIDATION,B,12000,12.42,0,0.34,N,2
62834,22,58000,RENT,6,EDUCATION,B,3000,11.83,0,0.05,N,2
62835,23,58500,RENT,2,DEBTCONSOLIDATION,B,3000,9.88,0,0.05,N,2
62836,23,59000,RENT,5,DEBTCONSOLIDATION,A,3000,7.14,0,0.05,N,2
62837,23,59300,RENT,1,MEDICAL,A,3000,9.63,0,0.05,N,3
62838,21,35000,OWN,5,VENTURE,B,10000,,0,0.29,N,4
62839,23,35000,OWN,7,MEDICAL,B,5000,11.71,0,0.14,N,4
62840,25,60000,RENT,5,EDUCATION,D,3000,17.58,0,0.05,Y,2
62841,26,60000,RENT,5,VENTURE,C,3000,15.62,0,0.05,N,2
62842,26,35000,OWN,3,HOMEIMPROVEMENT,A,4800,6.03,0,0.14,N,2
62843,24,35000,MORTGAGE,3,MEDICAL,C,15000,14.27,0,0.43,N,2
62844,26,60000,RENT,3,DEBTCONSOLIDATION,B,3000,10,0,0.05,N,3
62845,23,60000,RENT,1,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,2
62846,23,60000,RENT,1,MEDICAL,B,3000,10.25,0,0.05,N,4
62847,21,35000,MORTGAGE,5,PERSONAL,B,6900,12.42,0,0.2,N,3
62848,23,35000,OWN,2,VENTURE,B,14000,,0,0.4,N,3
62849,22,60000,RENT,2,PERSONAL,B,3000,11.89,0,0.05,N,4
62850,26,60996,RENT,6,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4
62851,24,35000,MORTGAGE,6,MEDICAL,B,8575,10.65,0,0.24,N,4
62852,22,35000,MORTGAGE,6,DEBTCONSOLIDATION,A,9500,6.03,0,0.27,N,3
62853,24,55160,RENT,0,EDUCATION,A,3000,8.9,1,0.05,N,3
